//games,                               AXVE0,  AXPE0,  AXVE1,  AXPE1,  BPRE0,  BPGE0,  BPRE1,  BPGE1,  BPEE0,
//                                     Ruby    Sapp    Ruby11  Sapp11  FRed    LGrn    FRed11  LGrn11  Emrald

// Special thanks to Fred40 for helping with a lot of the FireRed image anchors

graphics.newgame.menu.naming.tilemap.m2, , , , , 09DF18, 09DEEC, 09DF2C, 09DF00, , `lzm4x32x20|graphics.newgame.menu.naming.tileset`
graphics.newgame.menu.naming.tilemap.m3, , , , , 09DF14, 09DEE8, 09DF28, 09DEFC, , `lzm4x32x20|graphics.newgame.menu.naming.tileset`
graphics.newgame.menu.naming.tilemap.m4, , , , , 3E2454, 3E2290, 3E24C4, 3E2300, , `lzm4x32x20|graphics.newgame.menu.naming.tileset`

graphics.townmap.palette,                      ,       ,       ,       , 0C02EC, 0C02C0, 0C0300, 0C02D4, , `ucp4:01234`
graphics.townmap.palette,                      ,       ,       ,       ,       ,       ,       , , 122E90, `ucp4:78`
graphics.townmap.tileset,                      ,       ,       ,       , 0C0330, 0C0304, 0C0344, 0C0318, , `lzt4|graphics.townmap.palette`
graphics.townmap.tileset,                      ,       ,       ,       ,       ,       ,       , , 122E14, `lzt8|graphics.townmap.palette`
graphics.townmap.tilemap,                      ,       ,       ,       , 0C035C, 0C0330, 0C0370, 0C0344, , `lzm4x30x20|graphics.townmap.tileset`
graphics.townmap.tilemap,                      ,       ,       ,       ,       ,       ,       , , 122E60, `lzm8x64x64|graphics.townmap.tileset`
graphics.townmap.pokedex.palette,              ,,,, ,,,,                                           1C4E80, `ucp4:789`
graphics.townmap.pokedex.tileset,              ,,,, ,,,,                                           1C4DD4, `lzt8|graphics.townmap.pokedex.palette`
graphics.townmap.pokedex.tilemap,              ,,,, ,,,,                                           1C4DD8, `lzm8x32x32|graphics.townmap.pokedex.tileset`

graphics.townmap.islands.tilemap1,             ,       ,       ,       , 0C0370, 0C0344, 0C0384, 0C0358, , `lzm4x30x20|graphics.townmap.tileset`
graphics.townmap.islands.tilemap2,             ,       ,       ,       , 0C0388, 0C035C, 0C039C, 0C0370, , `lzm4x30x20|graphics.townmap.tileset`
graphics.townmap.islands.tilemap3,             ,       ,       ,       , 0C03A4, 0C0378, 0C03B8, 0C038C, , `lzm4x30x20|graphics.townmap.tileset`
graphics.townmap.border.tileset,               ,       ,       ,       , 0C033C, 0C0310, 0C0350, 0C0324, , `lzt4|graphics.townmap.palette`
graphics.townmap.border.tilemap,               ,       ,       ,       , 0C03C0, 0C0394, 0C03D4, 0C03A8, , `lzm4x30x20|graphics.townmap.border.tileset`
graphics.townmap.border.tileset2,              ,       ,       ,       , 0C2460, 0C2434, 0C2474, 0C2448, , `lzt4|graphics.townmap.palette`
graphics.townmap.border.tilemap2,              ,       ,       ,       , 0C2478, 0C244C, 0C248C, 0C2460, , `lzm4x30x20|graphics.townmap.border.tileset2`
graphics.townmap.namesoverlay.xy,              ,       ,       ,       , 0C3D3C, 0C3D10, 0C3D50, 0C3D24, , [x: y:]data.maps.names
graphics.townmap.namesoverlay.widthheight,     ,       ,       ,       , 0C3D38, 0C3D0C, 0C3D4C, 0C3D20, , [width: height:]data.maps.names
graphics.townmap.icon.palette,                 ,       ,       ,       , 0C45F8, 0C45CC, 0C460C, 0C45E0, , `ucp4`
graphics.townmap.icon.area,                    ,       ,       ,       , 0C43FC, 0C43D0, 0C4410, 0C43E4, , `lzs4x1x1|graphics.townmap.icon.palette`
graphics.townmap.icon.fly,                     ,       ,       ,       , 0C4400, 0C43D4, 0C4414, 0C43E8, , `lzs4x2x2|graphics.townmap.icon.palette`
graphics.townmap.icon.indicator,               ,       ,       ,       , 0C3094, 0C3068, 0C30A8, 0C307C, , `lzs4x2x2|graphics.townmap.icon.palette`
graphics.townmap.icon.head.male.palette,       ,       ,       ,       , 0C4300, 0C42D4, 0C4314, 0C42E8, , `ucp4`
graphics.townmap.icon.head.female.palette,     ,       ,       ,       , 0C431C, 0C42F0, 0C4330, 0C4304, , `ucp4`
graphics.townmap.icon.head.male.sprite,        ,       ,       ,       , 0C423C, 0C4210, 0C4250, 0C4224, , `lzs4x2x2|graphics.townmap.icon.head.male.palette`
graphics.townmap.icon.head.female.sprite,      ,       ,       ,       , 0C420C, 0C41E0, 0C4220, 0C41F4, , `lzs4x2x2|graphics.townmap.icon.head.female.palette`
graphics.townmap.icon.head.male.palette,       ,       ,       ,       ,       ,       ,       , , 1242E4, `ucp4`
graphics.townmap.icon.head.male.sprite,        ,       ,       ,       ,       ,       ,       , , 1242E0, `ucs4x2x2|graphics.townmap.icon.head.male.palette`
graphics.townmap.icon.head.female.palette,     ,       ,       ,       ,       ,       ,       , , 124374, `ucp4`
graphics.townmap.icon.head.female.sprite,      ,       ,       ,       ,       ,       ,       , , 124370, `ucs4x2x2|graphics.townmap.icon.head.female.palette`
graphics.townmap.catchmap.palette,                                  ,,,, 1026C0, 102698, 102738, 102710, , `ucp4:0123456789ABCDEF`
graphics.townmap.catchmap.kanto,                                    ,,,, 106454, 10642C, 1064CC, 1064A4, , `lzs4x12x9|graphics.townmap.catchmap.palette`
graphics.townmap.catchmap.island,                                   ,,,, 106458, 106430, 1064D0, 1064A8, , [data<[a b c width height d e f]1> map<`lzt4|graphics.townmap.catchmap.palette`>]7
graphics.townmap.catchmap.shape,                                    ,,,, 1344DC, 1344B4, 134554, 13452C, , [shape.catchmap_shape x. y. unused.]80
graphics.townmap.catchmap.conversion.sevii,                         ,,,, 13CACC, 13CAA4, 13CB44, 13CB1C, , [data<[worldmap:data.maps.names+88 catchmap:]/length> length::]7
graphics.townmap.catchmap.conversion.kanto,                         ,,,, 13CAC8, 13CAA0, 13CB40, 13CB18, , [worldmap:data.maps.names+88 catchmap:]data.maps.catchmap.conversion.kanto.length
graphics.townmap.selector.tilemap,                                  ,,,, 0C0F24, 0C0EF8, 0C0F38, 0C0F0C, , `lzm4x30x20|graphics.townmap.selector.tileset`
graphics.townmap.selector.tilemap2,                                 ,,,, 0C0F44, 0C0F18, 0C0F58, 0C0F2C, , `lzm4x30x20|graphics.townmap.selector.tileset`
graphics.townmap.selector.tilemap3,                                 ,,,, 0C0FBC, 0C0F90, 0C0FD0, 0C0FA4, , `lzm4x30x20|graphics.townmap.selector.tileset`
graphics.townmap.selector.tileset,                                  ,,,, 0C0FC0, 0C0F94, 0C0FD4, 0C0FA8, , `lzt4`
graphics.townmap.opening.left.top,                                  ,,,, 0C23A8, 0C237C, 0C23BC, 0C2390, , `lzs4x4x8|graphics.townmap.palette`
graphics.townmap.opening.left.center,                               ,,,, 0C23C8, 0C239C, 0C23DC, 0C23B0, , `lzs4x4x8|graphics.townmap.palette`
graphics.townmap.opening.left.down,                                 ,,,, 0C23E8, 0C23BC, 0C23FC, 0C23D0, , `lzs4x4x8|graphics.townmap.palette`
graphics.townmap.opening.right.top,                                 ,,,, 0C2408, 0C23DC, 0C241C, 0C23F0, , `lzs4x4x8|graphics.townmap.palette`
graphics.townmap.opening.right.center,                              ,,,, 0C2428, 0C23FC, 0C243C, 0C2410, , `lzs4x4x8|graphics.townmap.palette`
graphics.townmap.opening.right.down,                                ,,,, 0C2448, 0C241C, 0C245C, 0C2430, , `lzs4x4x8|graphics.townmap.palette`
graphics.townmap.annotations.kanto,                                 ,,,, 0C4194, 0C4168, 0C41A8, 0C417C, , [worldmap.data.maps.names+88]graphics.townmap.tilemap*2-4-4-4-1
graphics.townmap.annotations.island1,                               ,,,, 0C419C, 0C4170, 0C41B0, 0C4184, , [worldmap.data.maps.names+88]graphics.townmap.islands.tilemap1*2-4-4-4-1
graphics.townmap.annotations.island2,                               ,,,, 0C41A4, 0C4178, 0C41B8, 0C418C, , [worldmap.data.maps.names+88]graphics.townmap.islands.tilemap2*2-4-4-4-1
graphics.townmap.annotations.island3,                               ,,,, 0C41CC, 0C41A0, 0C41E0, 0C41B4, , [worldmap.data.maps.names+88]graphics.townmap.islands.tilemap3*2-4-4-4-1

graphics.credits.trainer.male.palette,         ,       ,       ,       , 0F4A1C, 0F49F4, 0F4A94, 0F4A6C, , `ucp4`
graphics.credits.trainer.female.palette,       ,       ,       ,       , 0F4A48, 0F4A20, 0F4AC0, 0F4A98, , `ucp4`
graphics.credits.trainer.rival.palette,        ,       ,       ,       , 0F4ADC, 0F4AB4, 0F4B54, 0F4B2C, , `ucp4`
graphics.credits.trainer.male.sprite,          ,       ,       ,       , 0F4A10, 0F49E8, 0F4A88, 0F4A60, , `lzs4x8x8|graphics.credits.trainer.male.palette`
graphics.credits.trainer.female.sprite,        ,       ,       ,       , 0F4A44, 0F4A1C, 0F4ABC, 0F4A94, , `lzs4x8x8|graphics.credits.trainer.female.palette`
graphics.credits.trainer.rival.sprite,         ,       ,       ,       , 0F4AD8, 0F4AB0, 0F4B50, 0F4B28, , `lzs4x8x8|graphics.credits.trainer.rival.palette`
graphics.credits.pokemon.Starter1.idle,    , , , , 0F41F8, 0F41D0, 0F4270, 0F4248, , `lzs4x10x10|graphics.pokemon.palettes.normal:index=6`
graphics.credits.pokemon.Starter1.animate, , , , , 0F41FC, 0F41D4, 0F4274, 0F424C, , `lzs4x12x13|graphics.pokemon.palettes.normal:index=6`
graphics.credits.pokemon.Starter2.idle,    , , , , 0F4238, 0F4210, 0F42B0, 0F4288, , `lzs4x10x10|graphics.pokemon.palettes.normal:index=3`
graphics.credits.pokemon.Starter2.animate, , , , , 0F423C, 0F4214, 0F42B4, 0F428C, , `lzs4x12x10|graphics.pokemon.palettes.normal:index=3`
graphics.credits.pokemon.Starter3.idle,    , , , , 0F4280, 0F4258, 0F42F8, 0F42D0, , `lzs4x10x10|graphics.pokemon.palettes.normal:index=9`
graphics.credits.pokemon.Starter3.animate, , , , , 0F4284, 0F425C, 0F42FC, 0F42D4, , `lzs4x10x12|graphics.pokemon.palettes.normal:index=9`
graphics.credits.pokemon.Mascot.idle,      , , , , 0F42E8, 0F42C0, 0F4360, 0F4338, , `lzs4x10x10|graphics.pokemon.palettes.normal:index=25`
graphics.credits.pokemon.Mascot.animate,   , , , , 0F42EC, 0F42C4, 0F4364, 0F433C, , `lzs4x12x12|graphics.pokemon.palettes.normal:index=25`

graphics.trainercard.badges.palette,                 ,,,,               08ADB4, 08AD88, 08ADC8, 08AD9C, , `ucp4`
graphics.trainercard.stickers.palette,               ,,,,               08ADC0, 08AD94, 08ADD4, 08ADA8, 0C44C8, `ucp4`
graphics.trainercard.badges.sprite,                  ,,,,               089530, 089504, 089544, 089518, 0C2BEC, `lzs4x16x2|graphics.trainercard.stickers.palette`
graphics.trainercard.stickers.sprite,                ,,,,               089594, 089568, 0895A8, 08957C, , `lzs4x2x8|graphics.trainercard.stickers.palette`
graphics.trainercard.palette1,                       ,,,,               3CD8CC, 3CD708, 3CD93C, 3CD778, , `ucp4:012`
graphics.trainercard.palette2,                       ,,,,               3CD8D0, 3CD70C, 3CD940, 3CD77C, , `ucp4:012`
graphics.trainercard.palette3,                       ,,,,               3CD8D8, 3CD714, 3CD948, 3CD784, , `ucp4:012`
graphics.trainercard.tileset,                        ,,,,               089568, 08953C, 08957C, 089550, , `lzt4|graphics.trainercard.palette1`
graphics.trainercard.tileset2,                       ,,,,               089558, 08952C, 08956C, 089540, , `lzt4|graphics.trainercard.palette1`
graphics.trainercard.front.tilemap,                  ,,,,               0894F4, 0894C8, 089508, 0894DC, , `lzm4x30x20|graphics.trainercard.tileset`
graphics.trainercard.front.nobadges.tilemap,         ,,,,               08951C, 0894F0, 089530, 089504, , `lzm4x30x20|graphics.trainercard.tileset`
graphics.trainercard.front.unknown.tilemap,          ,,,,               0894E8, 0894BC, 0894FC, 0894D0, , `lzm4x30x20|graphics.trainercard.tileset2`
graphics.trainercard.front.unknown.nobadges.tilemap, ,,,,               089510, 0894E4, 089524, 0894F8, , `lzm4x30x20|graphics.trainercard.tileset2`
graphics.trainercard.back.tilemap,                   ,,,,               0894BC, 089490, 0894D0, 0894A4, , `lzm4x30x20|graphics.trainercard.tileset`
graphics.trainercard.back.unknown.tilemap,           ,,,,               0894AC, 089480, 0894C0, 089494, , `lzm4x30x20|graphics.trainercard.tileset2`
graphics.trainercard.background.tilemap,             ,,,,               089488, 08945C, 08949C, 089470, , `lzm4x30x20|graphics.trainercard.tileset`
graphics.trainercard.background.tilemap2,            ,,,,               089478, 08944C, 08948C, 089460, , `lzm4x30x20|graphics.trainercard.tileset2`
graphics.trainercard.palette.front,       , , , , , , , , 56FAE4, `ucp4:012`
graphics.trainercard.palette.back.female, , , , , , , , , 0C4478, `ucp4`
graphics.trainercard.tileset,             , , , , , , , , 0C2C20, `lzs4x12x12|graphics.trainercard.palette.front`
graphics.trainercard.tilemap.back,        , , , , , , , , 0C2B60, `lzm4x30x20|graphics.trainercard.tileset`
graphics.trainercard.tilemap.background,  , , , , , , , , 0C2B2C, `lzm4x30x20|graphics.trainercard.tileset`
graphics.trainercard.tilemap.front,       , , , , , , , , 0C2B9C, `lzm4x30x20|graphics.trainercard.tileset`

graphics.overworld.palettes,           05BE20, 05BE24, 05BE40, 05BE44, 05F4D8, 05F4D8, 05F4EC, 05F4EC, 08E8BC, [pal<`ucp4`> id:|h unused:]!0000000000000000
graphics.overworld.palettes2,          1D9D10, 1D9CA0, 1D9D28, 1D9CB8, 1D982C, 1D9808, 1D989C, 1D9878, 2DBBBC, [pal<`ucp4`> id:|h unused:]2
graphics.overworld.sprites,            05BC3C, 05BC40, 05BC5C, 05BC60,       ,       ,       ,       ,       , [data<[starterbytes:|h paletteid:|h secondid:|h length: width: height: info.|t|palSlot::|shadowSize:|inanimate.|reflectionPalette. footprint.owfootprints unused: distribution<> sizedraw<> animation<> sprites<`osl`> ramstore<>]1>]218
graphics.overworld.sprites,                  ,       ,       ,       , 05F2F4, 05F2F4, 05F308, 05F308,       , [data<[starterbytes:|h paletteid:|h secondid:|h length: width: height: info.|t|palSlot::|shadowSize:|inanimate.|reflectionPalette. footprint.owfootprints unused: distribution<> sizedraw<> animation<> sprites<`osl`> ramstore<>]1>]152
graphics.overworld.sprites,                  ,       ,       ,       ,       ,       ,       ,       , 08E6D8, [data<[starterbytes:|h paletteid:|h secondid:|h length: width: height: info.|t|palSlot::|shadowSize:|inanimate.|reflectionPalette. footprint.owfootprints unused: distribution<> sizedraw<> animation<> sprites<`osl`> ramstore<>]1>]246
graphics.overworld.sprites2,           05AB4C, 05AB50, 05AB6C, 05AB70, 05DF28, 05DF28, 05DF3C, 05DF3C,       , [data<[starterbytes:|h paletteid:|h a<> b<> sprites<`osl|graphics.overworld.palettes2:id=`> d<> e<>]1>]36
graphics.overworld.sprites2,                 ,       ,       ,       ,       ,       ,       ,       , 08D4EC, [data<[starterbytes:|h paletteid:|h a<> b<> sprites<`osl|graphics.overworld.palettes2:id=`> d<> e<>]1>]37
graphics.overworld.textcolor,                ,       ,       ,       , 13CD44, 13CD1C, 13CDBC, 13CD94,       , [data.|t|low::|high::]76

graphics.text.font.other.characters, ,,,, 00658C, 00658C, 0065A0, 0065A0, 0068BC, `ucs2x2x1024`
graphics.text.font.other.width,      ,,,, 006594, 006594, 0065A8, 0065A8, 0068C4, [width.]512
graphics.text.font.black.characters, ,,,, 0066EC, 0066EC, 006700, 006700, 0067D0, `ucs2x2x1024`
graphics.text.font.black.width,      ,,,, 0066F4, 0066F4, 006708, 006708, 0067D8, [width.]512
graphics.text.font.blue.characters,  ,,,, 006920, 006920, 006934, 006934, , `ucs2x2x1024`
graphics.text.font.blue.width,       ,,,, 006928, 006928, 00693C, 00693C, , [width.]512
graphics.text.font.red.characters,   ,,,, 006A8C, 006A8C, 006AA0, 006AA0, , `ucs2x2x1024`
graphics.text.font.red.width,        ,,,, 006A94, 006A94, 006AA8, 006AA8, , [width.]512
graphics.text.font.characters,       095984, 095984, 0959A4, 0959A4, ,,,,, `ucs4x1x1236`
graphics.text.font.width,            004930, 004930, 004930, 004930, ,,,,, [width.]256
graphics.text.font.short.characters,          ,,,, 0064C4, 0064C4, 0064D8, 0064D8, , `ucs2x1x1024`
graphics.text.font.short.width,               ,,,, 0064CC, 0064CC, 0064E0, 0064E0, , [width.]512
graphics.text.font.short.japanese.characters, ,,,, 006488, 006488, 00649C, 00649C, , `ucs2x16x64`
graphics.text.font.japan1.characters,         ,,,, 006534, 006534, 006548, 006548, , `ucs2x16x64`
graphics.text.font.japan2.characters,         ,,,, 006650, 006650, 006664, 006664, , `ucs2x16x128`
graphics.text.font.japan2.width,              ,,,, 006658, 006658, 00666C, 00666C, , [width.]280
graphics.text.font.japan3.characters,         ,,,, 006884, 006884, 006898, 006898, , `ucs2x16x128`
graphics.text.font.japan3.width,              ,,,, 00688C, 00688C, 0068A0, 0068A0, , [width.]280
graphics.text.font.japan4.characters,         ,,,, 0069F0, 0069F0, 006A04, 006A04, , `ucs2x16x128`
graphics.text.font.japan4.width,              ,,,, 0069F8, 0069F8, 006A0C, 006A0C, , [width.]280
graphics.text.font.japan5.characters,         ,,,, 006B08, 006B08, 006B1C, 006B1C, , `ucs2x32x16`
graphics.text.font.short.characters,          ,,,, ,,,, 0066C4, `ucs2x2x512`
graphics.text.font.short.characters2,         ,,,, ,,,, 0064F4, `ucs2x2x1024`
graphics.text.font.short.width,               ,,,, ,,,, 0064FC, [width.]512
graphics.text.font.bag.characters,            ,,,, ,,,, 0065DC, `ucs2x2x512`
graphics.text.font.bag.width,                 ,,,, ,,,, 0065E4, [width.]512
graphics.text.font.japan1.characters,         ,,,, ,,,, 0064BC, `ucs2x16x64`
graphics.text.font.japan2.characters,         ,,,, ,,,, 0065A4, `ucs2x16x324`
graphics.text.font.japan3.characters,         ,,,, ,,,, 006794, `ucs2x16x128`
graphics.text.font.japan3.width,              ,,,, ,,,, 00679C, [width.]512

data.text.menu.battle,                                         , , , , 032C38, 032C38, 032C4C, 032C4C,       , ""
data.text.menu.pause,                  071160, 071164, 071180, 071184, 06EF9C, 06EF9C, 06EFB0, 06EFB0, 09F818, [text<""> code<>]
data.text.menu.pokemon.options,        089CCC, 089CCC, 089CEC, 089CEC, 120F74, 120F4C, 120FEC, 120FC4, 1B32F8, [text<""> code<>]

sound.tracks,                                                     ,,,, 1DD11C, 1DD0F8, 1DD18C, 1DD168, 2E0158, [pointer<> musicplayer: unknown:]songnames
sound.musicplayer,                                                ,,,,                            ,,,, 2E010C, [info::|h track::|h num: unknown:]4
sound.pokemon.cry.growl,               0752D8, 0752DC, 0752F8, 0752FC, 072104, 072104, 072118, 072118, 0A35DC, ^[type.|h key. length. pan_sweep. p<> attack. decay. sustain. release.]data.pokemon.names-24
sound.pokemon.cry.normal,              0752E8, 0752EC, 075308, 07530C, 072114, 072114, 072128, 072128, 0A35EC, ^[type.|h key. length. pan_sweep. p<> attack. decay. sustain. release.]data.pokemon.names-24
sound.pokemon.cry.hoennconversion,     03F928, 03F928, 03F928, 03F928, 043328, 043328, 04333C, 04333C, 06D534, [index:]data.pokemon.names-277
